Protein,Carbs,Fats,Fiber,V-A,V-C,V-E,V-K,Calc,Iron,Mag,Zinc,Sod
0.05,0.275,0.078,0.028,0.0000009,0.00009,0.000015,0.00000012,0.0013,0.000018,0.00042,0.000011,0.0023
